show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s978,Movie,Dedemin Fisi,Meltem Bozoflu,"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Özge Borak, Doğa Rutkay, Meltem Yılmazkaya, İrem Sak",Turkey,"April 23, 2021",2016,TV-14,101 min,"Comedies, International Movies","Cuando un patriarca familiar con muerte cerebral está a punto de quitarle el soporte vital, su familia extendida se reúne y conspira para ver quién se quedará con su dinero."
s979,Movie,Deliha,Hakan Algül,"Gupse Özay, Barış Arduç, Cihan Ercan",Turkey,"April 23, 2021",2014,TV-MA,102 min,"Comedies, International Movies, Romantic Movies","Con poca sensatez pero mucha confianza en sí misma, la loca Deliha pone su mirada en un fotógrafo guapo que abre una tienda en su vecindario."
s980,Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Zerrin Sümer, Şinasi Yurtsever",Turkey,"April 23, 2021",2013,TV-MA,102 min,"Comedies, International Movies","El primer día del Ramadán, Ismail se une a sus amigos en un viaje por carretera a una mezquita y se encuentra con su hijo, quien, para disgusto de Ismail, planea una boda apresurada."
s981,Movie,Dügün Dernek 2: Sünnet,Selçuk Aydemir,"Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, İnan Ulaş Torun, Şinasi Yurtsever, Erdal Tosun",Turkey,"April 23, 2021",2015,TV-MA,107 min,"Comedies, International Movies",Ismail y su viejo equipo excéntrico se meten en problemas cuando la circuncisión de su nieto se convierte en un evento que genera revuelo en toda la ciudad.
s982,Movie,G.O.R.A,Ömer Faruk Sorak,"Cem Yılmaz, Rasim Öztekin, Özkan Uğur, İdil Fırat, Şafak Sezer, Özge Özberk, Erdal Tosun, Cezmi Baskın, Ozan Güven, Engin Günaydın",Turkey,"April 23, 2021",2004,TV-MA,123 min,"Action & Adventure, Comedies, International Movies","El comerciante de alfombras y falsificador de fotografías de ovnis Arif es secuestrado por extraterrestres. En el planeta Gora, ayuda a sus amigos a escapar del impacto de un meteorito y encontrar la libertad."
s983,Movie,Hayat Öpücügü,Şenol Sönmez,"Ali Sunal, Hatice Şendil, Ayda Aksel, Ahmet Saraçoğlu, Janset, Zerrin Sümer, Somer Karvan, Ali Çelik",Turkey,"April 23, 2021",2015,TV-14,98 min,"Comedies, Dramas, International Movies","El nervioso Metin finalmente deja de ver pesimismo en cada esquina cuando conoce a la vivaz Hayat, pero ella tiene su propio examen de conciencia que hacer."
s984,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,"Enrique Bunbury, Juan Valdivia, Joaquín Cardiel, Pedro Andreu",Spain,"April 23, 2021",2021,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals","Una exploración del ascenso de Héroes del Silencio, la banda de rock española fundamental de los años 80. Anclados por Enrique Bunbury, se centraron en un sonido más duro."
s985,Movie,Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, İştar Gökseven, Erdal Tosun, Tarık Ünlüoğlu",Turkey,"April 23, 2021",2015,TV-MA,101 min,"Comedies, International Movies","La tranquila vida de Kudret, de mediana edad, da un vuelco cuando un viaje por carretera se convierte en una carrera salvaje por la supervivencia con asesinos persiguiéndolo."
s986,Movie,Kocan Kadar Konus,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Ebru Cündübeyoğlu, Eda Ece, Begüm Öner, Gül Arıcı, Muhammet Uzuner",Turkey,"April 23, 2021",2015,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",Una mujer de 30 años que nunca ha tomado el camino tradicional hacia el amor recibe tutoría de sus amigos y familiares antes de volver a conectarse con la persona que le gusta de la secundaria.
s987,Movie,Kocan Kadar Konus 2: Dirilis,Kıvanç Baruönü,"Ezgi Mola, Murat Yıldırım, Gülenay Kalkan, Nevra Serezli, Eda Ece",Turkey,"April 23, 2021",2016,TV-14,104 min,"Comedies, International Movies, Romantic Movies",Efsun ha encontrado al hombre perfecto en Sinan y su relación está dando un giro serio. Pero sus excéntricas familias complican rápidamente el romance.
s988,Movie,Legal Hash,Rindala Kodeih,"Tony Issa, Rita Harb, Fadee Andrawos, Majed Geagea, Hagob De Jerejian, Adnan Dirani, Khitam el Leham, Joelle Frenn, Stephanie Salem, Mabelle Soueid, Joseph Abboud",,"April 23, 2021",2019,TV-MA,103 min,"Comedies, International Movies","Después de que un atraco fallido los lleva a pasar una temporada tras las rejas, un grupo de hombres regresa a la sociedad con un plan de negocios arriesgado que pronto revela sus verdaderos colores."
s989,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,"Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar",Thailand,"April 23, 2021",2021,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Un estudiante de medicina con un don sobrenatural intenta sacar provecho de sus habilidades enfrentándose a fantasmas, hasta que un espíritu errante le trae el romance."
s990,Movie,My Travel Buddy,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Emre Kınay, Aslı Bekiroğlu, Eda Ece, Bahar Şahin, Muharrem Bayrak, Toygan Avanoğlu",Turkey,"April 23, 2021",2017,TV-MA,111 min,"Comedies, International Movies","Días antes de Eid, un vendedor despedido de su trabajo conduce a Ayvalık para encontrarse con la familia de su novia, pero el viaje se desvía debido a su estrafalario compañero de viaje."
s991,Movie,Niyazi Gül Dörtnala,Hakan Algül,"Ata Demirer, Demet Akbağ, Şebnem Bozoklu, Levent Ülgen",Turkey,"April 23, 2021",2015,TV-MA,102 min,"Comedies, International Movies","Buscando la fórmula detrás de un elixir mágico que le legó su padre, un profesor de veterinaria se ve envuelto en el plan de carreras de caballos de un mafioso."
s992,Movie,One Like It,Marwan Nabil,"Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib",Egypt,"April 23, 2021",2020,TV-G,15 min,"Dramas, Independent Movies, International Movies",Este cortometraje sigue un día en la vida de una joven en Egipto y cómo sus interacciones con los demás exponen estereotipos y prejuicios de larga data.
s993,Movie,Perfume Imaginary Museum “Time Warp”,"MIKIKO, Daito Manabe",Perfume,,"April 23, 2021",2020,TV-G,54 min,"International Movies, Music & Musicals","Esta actuación especial visualmente impresionante fue lo más destacado del Festival ""P.O.P"" de Perfume: la celebración en línea del vigésimo aniversario del trío de J-pop."
s994,TV Show,Shadow and Bone,,"Jessie Mei Li, Archie Renaux, Ben Barnes, Freddy Carter, Amita Suman, Kit Young, Danielle Galligan, Calahan Skogman, Sujaya Dasgupta, Simon Sears, Daisy Head, Zoë Wanamaker, Luke Pasqualino, Julian Kostov",United States,"April 23, 2021",2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Las fuerzas oscuras conspiran contra la cartográfica huérfana Alina Starkov cuando desata un poder extraordinario que podría cambiar el destino de su mundo devastado por la guerra.
s995,Movie,This Lady Called Life,Kayode Kasum,"Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu",Nigeria,"April 23, 2021",2020,TV-14,120 min,"Dramas, International Movies, Romantic Movies","Abandonada por su familia, la joven madre soltera Aiye lucha por sobrevivir pero se mantiene concentrada en su sueño de convertirse en una chef de élite."
s996,Movie,Vizontele,"Yılmaz Erdoğan, Ömer Faruk Sorak","Yılmaz Erdoğan, Demet Akbağ, Altan Erkekli, Cem Yılmaz, Cezmi Baskın, Bican Günalan, Sebnem Sönmez, İclal Aydın, Mesut Çakarli, Zeynep Tokuş",Turkey,"April 23, 2021",2001,TV-MA,106 min,"Comedies, Dramas, International Movies","En 1974, un pueblo rural de Anatolia recibe su primer televisor, un evento que suscitó tanto entusiasmo como inquietud entre los aldeanos."
s997,Movie,HOMUNCULUS,Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino",Japan,"April 22, 2021",2021,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",La verdad y la ilusión se desdibujan cuando un amnésico sin hogar despierta de un procedimiento médico experimental con la capacidad de ver los traumas más internos de las personas.
s998,TV Show,Life in Color with David Attenborough,,David Attenborough,"Australia, United Kingdom","April 22, 2021",2021,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Utilizando tecnología innovadora, esta serie documental explora la naturaleza desde una nueva perspectiva a medida que los animales usan el color para sobrevivir y prosperar en la naturaleza."
s999,Movie,Searching For Sheela,,Ma Anand Sheela,India,"April 22, 2021",2021,TV-14,58 min,"Documentaries, International Movies",Periodistas y fanáticos esperan a Ma Anand Sheela mientras el infame ex portavoz de la comuna de Rajneesh regresa a la India después de décadas para una gira de entrevistas.
s1000,Movie,Stowaway,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson","Germany, United States","April 22, 2021",2021,TV-MA,116 min,"Dramas, International Movies, Thrillers",Una tripulación de tres personas en una misión a Marte se enfrenta a una elección imposible cuando un pasajero no planeado pone en peligro la vida de todos a bordo.
s1001,Movie,Wild Dog,Ahishor Solomon,"Nagarjuna Akkineni, Dia Mirza, Saiyami Kher, Atul Kulakarni, Bilal Hussain, Ali Reza, Mayank Parakh",,"April 22, 2021",2020,TV-MA,126 min,"Action & Adventure, International Movies",Un atrevido pero brillante agente de inteligencia indio lidera una operación encubierta para atrapar al cerebro detrás de una serie de ataques que amenazan la seguridad nacional.
s1002,Movie,Oloibiri,Curtis Graham,"Olu Jacobs, Richard Mofe-Damijo, William R. Moses, Taiwo Ajai-Lycett, Ifeanyi Williams, Ivie Okujaye, Dayton Sinkia, Bradley Gordon","Canada, Nigeria, United States","April 21, 2021",2015,TV-14,86 min,"Dramas, International Movies, Thrillers","Después de que la perforación agota una pequeña aldea, una corporación encuentra más petróleo en la región, lo que genera tensiones entre la comunidad."
s1003,Movie,Tell Me When,Gerardo Gatica,"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida",Mexico,"April 21, 2021",2021,TV-MA,97 min,"Comedies, International Movies",El adicto al trabajo Will pone en pausa su aburrida vida en Los Ángeles para cumplir el último deseo de su abuelo: visitar los lugares más emblemáticos de la Ciudad de México y enamorarse.
s1004,TV Show,Zero,,"Giuseppe Dave Seke, Haroun Fall, Beatrice Grannò, Dylan Magon, Daniela Scattolin, Madior Fall, Virgina Diop",Italy,"April 21, 2021",2021,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Un adolescente tímido con el poder de volverse invisible deberá controlarlo para ayudar a defender su barrio, dejando de lado la búsqueda de su sueño artístico."
s1005,TV Show,Izzy's Koala World,,"Izzy Bee, Ali Bee, Tim Bee",Australia,"April 20, 2021",2021,TV-Y,2 Seasons,Kids' TV,"La joven cuidadora de koalas, Izzy Bee, y su familia rescatan tiernas criaturas necesitadas y las ayudan a regresar a la naturaleza en la Isla Magnética de Australia."
s1006,Movie,Keymon and Nani in Space Adventure,,,,"April 20, 2021",2013,TV-Y,76 min,"Children & Family Movies, Comedies","Para Rohan y su amigo mágico, Keymon, un viaje para visitar a su abuela se convierte en la misión de rescate de su vida cuando es secuestrada por extraterrestres."
s1007,Movie,Motu Patlu Dino Invasion,Suhas Kadav,"Sourav Chakraborty, Mayur Vyas, Anil Datt",,"April 20, 2021",2018,TV-Y7,80 min,"Children & Family Movies, Comedies","Una máquina del tiempo envía a Motu y Patlu de regreso al período de los dinosaurios, ¡pero el verdadero problema comienza cuando los reptiles viajan al presente con ellos!"
s1008,Movie,Motu Patlu in Octupus World,Suhas Kadav,"Sourav Chakraborty, Vidit Kumar, Mayur Vyas, Mahendra Bhatnagar, Dishi Duggal, Nandkishore Pandey",,"April 20, 2021",2017,TV-Y,81 min,"Children & Family Movies, Comedies","Mientras devuelven al mar un pez dorado y un pulpo de un acuario, Motu y Patlu también deben salvar a la familia del pez dorado de una malvada reina con tentáculos."
s1009,Movie,Motu Patlu VS Robo Kids,Suhas Kadav,"Sourav Chakraborty, Anil Dutt",,"April 20, 2021",2019,TV-Y,84 min,Children & Family Movies,"Para Motu, enfrentarse a tres niños se convierte en un desafío inesperado cuando se da cuenta de que tienen superfuerzas... ¡y un secreto!."
s1010,Movie,Rudra: Secret of the Black Moon,"Akshay Sanjeev Chavan, Sumit Das","Shailendra Pandey, Vinod Kulkarni, Rohan, Mukesh Pandey, Bhakti Shalini, Ghanshyam Shukla, Pankaj Kalra, Kanchan, Sanchit Wartak, Ajay Singhal",,"April 20, 2021",2020,TV-Y7,87 min,Children & Family Movies,"El niño mago Rudra se propone salvar la Tierra del demonio del planeta Luna Negra, pero ¿podrá hacer el trabajo si sus hechizos no funcionan en territorio enemigo?"
s1011,Movie,Rudra: The Rise of King Pharaoh,,"Shailendra Pandey, Rohan, Mukesh Pandey, Bhakti, Shalini, Ghanshyam Shukla, Sabina Malik",,"April 20, 2021",2019,TV-Y7,91 min,Children & Family Movies,"Cuando una momia maliciosa y resucitada comienza a robar la energía de los jóvenes en Mumbai, el niño mago Rudra debe usar sus poderes especiales para detenerlo."
s1012,Movie,Free to Play,,,United States,"April 19, 2021",2014,TV-14,76 min,Documentaries,Este documental sigue a tres jugadores profesionales de videojuegos mientras compiten en un torneo internacional con un premio de un millón de dólares.
s1013,TV Show,Luis Miguel - The Series,,"Diego Boneta, Juan Pablo Zurita, Camila Sodi, Óscar Jaenada, Izan Llunas, Paulina Dávila, Martín Bello, Anna Favella, César Bordón, Vanessa Bauche",Mexico,"April 19, 2021",2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Esta serie dramatiza la historia de vida del cantante superestrella mexicano Luis Miguel, quien ha cautivado al público en América Latina y más allá durante décadas."
s1014,Movie,Miss Sloane,John Madden,"Jessica Chastain, Mark Strong, Gugu Mbatha-Raw, Michael Stuhlbarg, Raoul Bhaneja, John Lithgow, Sam Waterston, Chuck Shamata, Jake Lacy, Alison Pill, David Wilson Barnes","France, United States, United Kingdom, Canada","April 19, 2021",2016,R,132 min,Thrillers,Una tenaz cabildera del Capitolio con una bien ganada reputación de ganadora se enfrenta a la batalla más desafiante de su carrera.
s1015,TV Show,PJ Masks,,"Jacob Ewaniuk, Kyle Breitkopf, Addison Holley","France, United Kingdom","April 19, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Tres niños de 6 años que viven una vida normal durante el día se convierten en superhéroes por la noche, luchando contra el crimen como un equipo conocido como PJ Masks."
s1016,Movie,American Me,Edward James Olmos,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",United States,"April 17, 2021",1992,R,126 min,Dramas,Tres amigos nacidos en la pobreza crean su propio sueño capitalista como poderosos pandilleros. El tiempo en prisión hace que uno de ellos considere un nuevo comienzo.
s1017,Movie,Delhi Belly,Abhinay Deo,"Imran Khan, Vir Das, Kunaal Roy Kapur, Poorna Jagannathan, Shenaz Treasury, Vijay Raaz, Paresh Ganatra, Rahul Singh",India,"April 17, 2021",2011,TV-MA,101 min,"Action & Adventure, Comedies, International Movies",Tres compañeros de piso se involucran en el turbio negocio que pertenece al prometido de un compañero de cuarto y descubren que un sindicato criminal global los está persiguiendo.
s1018,Movie,Dhobi Ghat (Mumbai Diaries),Kiran Rao,"Aamir Khan, Monica Dogra, Kriti Malhotra, Prateik Babbar, Aasha Pawar, Jyoti Pawar, Norma Lobo, Kitu Gidwani, Danish Husain, Jehan Manekshaw",India,"April 17, 2021",2010,TV-MA,102 min,"Dramas, International Movies","En este drama íntimo, las circunstancias unen a cuatro personas de diferentes castas, lo que normalmente les impediría entablar amistades."
s1019,Movie,Jaane Tu... Ya Jaane Na,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Fadnis, Ayaz Khan, Prateik Babbar, Ratna Pathak Shah, Arbaaz Khan, Sohail Khan",India,"April 17, 2021",2008,TV-14,147 min,"Comedies, International Movies, Music & Musicals","Jai, de voz suave, y Aditi, la belleza vivaz, no podrían ser más diferentes, pero sus familiares y amigos saben que son la pareja perfecta."
s1020,Movie,Lagaan,Ashutosh Gowariker,"Aamir Khan, Gracy Singh, Rachel Shelley, Paul Blackthorne, Kulbhushan Kharbanda, Raghuvir Yadav, Yashpal Sharma, Rajendranath Zutshi, Rajesh Vivek, Aditya Lakhia","India, United Kingdom","April 17, 2021",2001,PG,224 min,"Dramas, International Movies, Music & Musicals","En la India de la década de 1890, un arrogante comandante británico desafía a los residentes de Champaner, que cobran duros impuestos, a un partido de cricket de alto riesgo."
s1021,Movie,Madness in the Desert,Satyajit Bhatkal,"Aamir Khan, Ashutosh Gowariker",India,"April 17, 2021",2004,TV-14,141 min,"Documentaries, International Movies","La historia de la realización de ""Lagaan"", una de las películas indias más importantes del milenio, se cuenta desde el punto de vista del miembro del equipo de producción Satyajit Bhatkal."
s1022,Movie,Peepli Live,"Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Malaika Shenoy, Nawazuddin Siddiqui, Naseeruddin Shah, Sitaram Panchal, Shalini Vatsa, Farrukh Jaffar, Aamir Bashir, Vishal Om Prakash",India,"April 17, 2021",2010,TV-MA,109 min,"Comedies, Dramas, Independent Movies",Dos agricultores indigentes consideran el suicidio para que sus familias puedan cobrar un subsidio del gobierno que se paga a los familiares de los agricultores fallecidos.
s1023,Movie,Taare Zameen Par,Aamir Khan,"Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina",India,"April 17, 2021",2007,PG,162 min,"Dramas, International Movies","Cuando el soñador Ishaan es enviado a un internado, un profesor de arte poco convencional intenta ayudar al imaginativo estudiante a descubrir su verdadera identidad."
s1024,Movie,Ajeeb Daastaans,"Shashank Khaitan, Raj Mehta, Neeraj Ghaywan, Kayoze Irani","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrat Bharucha, Abhishek Banerjee, Inayat Verma, Konkona Sen Sharma, Aditi Rao Hydari, Shefali Shah, Manav Kaul, Tota Roy Chowdhury",India,"April 16, 2021",2021,TV-MA,142 min,"Dramas, Independent Movies, International Movies",Cuatro cortometrajes exploran las formas sorprendentes en que los catalizadores inesperados inflaman las emociones incómodas que hierven a fuego lento en relaciones fracturadas.
s1025,Movie,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",United States,"April 16, 2021",2021,TV-Y7,93 min,"Children & Family Movies, Comedies, Music & Musicals","Para encontrar al padre que nunca conoció, el optimista Arlo deja su pantanosa casa sureña para ir a la ciudad de Nueva York, haciendo amigos en el camino. Una aventura musical.."
s1026,TV Show,Bakugan: Geogan Rising,,"Jonah Wineberg, Margarita Valderrama, Deven Christian Mack, Jaimee Joe Gonzaga, Sharjil Rasool, Will Bowes, Jason Deline, Dan Petronijevic, Carling Doubt, Joshua Graham, Cory Doran",,"April 16, 2021",2021,TV-Y7,1 Season,"Anime Series, Kids' TV","Los Awesome Brawlers se unen para luchar contra un poderoso enemigo decidido a romper el vínculo entre la Tierra y Vestroia, el planeta natal de los Bakugan."
s1027,Movie,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",United States,"April 16, 2021",2021,TV-Y,60 min,Children & Family Movies,"Cuando Chelsea, la hermana de Barbie, cree que se ha saltado su cumpleaños, busca una gema mágica en una isla selvática que le concederá su deseo de recuperarla."
s1028,Movie,Crimson Peak,Guillermo del Toro,"Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray","Canada, United States, Mexico","April 16, 2021",2015,R,119 min,"Horror Movies, Romantic Movies, Sci-Fi & Fantasy","Después de casarse con un misterioso aristócrata británico, una joven heredera se muda a su espeluznante y desmoronada casa ancestral y descubre que oculta secretos siniestros."
s1029,Movie,Dad Stop Embarrassing Me - The Afterparty,,"David Spade, London Hughes, Fortune Feimster, Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Corinne Foxx",,"April 16, 2021",2021,TV-14,37 min,Comedies,"Jamie Foxx, David Alan Grier y más miembros del elenco de la comedia familiar hablan sobre el programa, los momentos familiares humillantes, los malos platos de barbacoa y los comienzos de las comedias."
s1030,Movie,Doctor Bello,Tony Abulu,"Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman",United States,"April 16, 2021",2013,TV-MA,96 min,"Dramas, International Movies",Un médico con problemas se propone salvar la vida de un hacedor de milagros que curó a su paciente de cáncer utilizando un remedio misterioso y sin precedentes.
s1031,Movie,Four Sisters Before the Wedding,Mae Czarina Cruz,"Alexa Ilacad, Charlie Dizon, Gillian Vicencio, Belle Mariano, Dominic Ochoa, Carmina Villaroel, Irma Adlawan, Kakai Bautista, Cai Cortez, Jameson Blake, Joao Constancia, Jeremiah Lisbo, Clarence Delgado, Pinky Amador, Minnie Aguilar, Gigi De Lana, Toni Gonzaga, Bea Alonzo, Angel Locsin, Shaina Magdayao, Enchong Dee",Philippines,"April 16, 2021",2020,TV-MA,116 min,"Children & Family Movies, Comedies, Dramas","Cuando el matrimonio de sus padres amenaza con desmoronarse, los hermanos adolescentes Salazar planean reconciliarlos antes de su vigésimo aniversario de bodas."
s1032,Movie,Into the Beat,Stefan Westerwelle,"Alexandra Pfeifer, Yalany Marschner, Trystan Pütter, Helen Schneider, Julius Nitschkoff, Dennis Kyere, Ina Geraldine Guy, Katrin Pollitt, Julia Strowski, Anton Wichers",Germany,"April 16, 2021",2020,TV-14,102 min,"Dramas, International Movies, Romantic Movies",Una bailarina adolescente descubre el hip-hop por casualidad y se enfrenta a una elección imposible: ¿seguir los pasos de sus padres... o su nueva pasión?
s1033,TV Show,Love Naggers,,"Seo Jang-hoon, Kim Sook, Han Hye-jin, Kwak Jung-eun, Ju Wu-jae",South Korea,"April 16, 2021",2021,TV-14,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows","Desde lo extravagante hasta lo escandaloso, cualquier relación es blanco de un panel de expertos en el amor que revisan los mensajes de texto y se deleitan con las recreaciones."
s1034,Movie,Rush,Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States","April 16, 2021",2013,R,123 min,"Action & Adventure, Dramas, International Movies","En la década de 1970, una rivalidad impulsa a los pilotos de carreras Niki Lauda y James Hunt a la fama y la gloria, hasta que un horrible accidente amenaza con acabar con todo."
s1035,Movie,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",United States,"April 16, 2021",2020,R,102 min,Thrillers,Dos paramédicos comienzan a cuestionar su realidad después de encontrarse con varias muertes extrañas relacionadas con un nuevo narcótico con efectos alucinantes.
s1036,Movie,The Zookeeper's Wife,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford, Efrat Dor, Iddo Goldberg, Shira Haas, Michael McElhatton, Val Maloku, Goran Kostic","Czech Republic, United Kingdom, United States","April 16, 2021",2017,PG-13,127 min,Dramas,"Cuando los nazis invaden Polonia, los cuidadores del Zoológico de Varsovia trabajan con la resistencia clandestina para salvar a los judíos de los horrores del Tercer Reich."
s1037,Movie,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,"April 16, 2021",2017,TV-14,88 min,"Action & Adventure, Sci-Fi & Fantasy","Mientras buscan a su profesor de arqueología desaparecido, un grupo de estudiantes descubre una cueva donde el tiempo pasa de manera diferente a como lo hace en la superficie."
s1038,Movie,Tuesdays & Fridays,Taranveer Singh,"Anmol Thakeria Dhillon, Jhataleka, Niki Walia, Kamini Khanna, Zoa Morani, Nayan Shukla, Eklavyey Kashyap, Reem Shaikh",India,"April 16, 2021",2021,TV-14,106 min,"Comedies, Dramas, International Movies","Para evitar la carga del compromiso, un joven abogado y un escritor acuerdan ser socios románticos sólo dos días a la semana. Eso no será complicado, ¿verdad?"
s1039,TV Show,Dancing Angels,,,,"April 15, 2021",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Un grupo de jóvenes aspirantes a músicos anhela el estrellato mientras navega por los altibajos de la amistad, el romance y la vida en la escuela."
s1040,Movie,Dark City Beneath the Beat,TT The Artist,"Uneek, Mighty Mark, Tsu Terry, TT The Artist",United States,"April 15, 2021",2020,TV-MA,65 min,"Documentaries, Music & Musicals","En este documental, TT the Artist captura el rebote incontenible y los ritmos contagiosos de la escena de un club de Baltimore que exige ser vista y escuchada."
s1041,TV Show,Durarara!!,,"Toshiyuki Toyonaga, Miyuki Sawashiro, Mamoru Miyano, Kana Hanazawa, Hiroshi Kamiya, Daisuke Ono, Jun Fukuyama, Yuichi Nakamura, Yuki Kaji, Ayahi Takagaki, Kazuma Horie, Sanae Kobayashi, Takaya Kuroda, Kari Wahlgren, Darrel Guilbeau, Bryce Papenbrook, Michelle Ruff, Johnny Yong Bosch, Crispin Freeman, Yuri Lowenthal, Steve Blum",Japan,"April 15, 2021",2016,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","Un joven en busca de emociones se traslada a Ikebukuro, un distrito de Tokio, donde encuentra un mundo de misterio en el que se entrelazan el pasado y el presente."
s1042,Movie,GANTZ:O,"Keiichi Sato, Yasushi Kawamura","Daisuke Ono, M・A・O, Tomohiro Kaku, Saori Hayami, Shuichi Ikeda, Kendo Kobayashi, Razor Ramon RG, Razor Ramon HG, Masane Tsukayama, Masaya Onosaka, Kenjiro Tsuda, Teruaki Ogawa, Hisanori Yoshida, Yuki Kaji",Japan,"April 15, 2021",2016,TV-MA,96 min,"Action & Adventure, Anime Features, Horror Movies",Equipos de personas recientemente fallecidas que han sido revividas y han recibido armas de alta tecnología deben cooperar para derrotar a un ejército de monstruos en Tokio y Osaka.
s1043,TV Show,Garth Brooks: The Road I’m On,Glenn Weiss,Garth Brooks,United States,"April 15, 2021",2019,TV-PG,1 Season,Docuseries,"Entrevistas reveladoras y material de archivo cuentan la historia de los humildes comienzos de Garth Brooks, su ascenso a la fama y su impacto sin precedentes en la música country."
s1044,TV Show,Gilmore Girls,,"Lauren Graham, Alexis Bledel, Scott Patterson, Keiko Agena, Yanic Truesdale, Kelly Bishop, Edward Herrmann, Melissa McCarthy, Sean Gunn, Liza Weil, Liz Torres, Jared Padalecki",United States,"April 15, 2021",2006,TV-14,7 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Lorelai, una madre soltera ferozmente independiente, cría a Rory, su hija talentosa y destinada a la Ivy League, en medio de un flujo continuo de réplicas ingeniosas."
